35205	16	16794
7693	14	17687
35209	2	13970
13481	8	42647
24592	2	9275
14649	14	28267
10707	8	41839
26036	2	29435
14567	8	42689
1959	8	43118
262	16	22483
30198	2	9275
33381	0	16700
36932	12	165
32367	14	10053
10497	12	111
32610	16	2684
34862	8	43166
11207	8	41603
6739	8	40792
18738	12	187
13198	8	41970
24654	8	42432
26864	8	40413
10812	0	10783
20212	14	5238
1590	14	13748
359	14	17032
31952	12	138
26156	0	8974
8213	10	24229
4627	8	40966
30599	12	193
8912	16	27052
35075	14	22314
26266	8	38841
6815	0	5005
35095	14	27624
31099	8	38583
12213	14	22184
22998	0	12994
1968	2	13970
33006	0	37605
26078	14	29529
345	2	2255
34286	14	6375
11564	0	37779
36059	8	40400
3470	16	27490
3135	8	41331
6728	12	187
3174	12	139
32253	8	38892
10926	12	150
31852	16	24363
11566	8	38370
5526	16	14102
35282	8	38720
1853	8	40091
17619	16	10298
8369	0	26796
8559	8	41303
33634	2	29435
14191	14	15206
31012	8	42226
12152	8	125
20024	4	40055
14360	8	40536
28882	2	23411
30088	0	4593
33229	16	13013
34306	14	15074
31843	14	27563
28848	8	39298
11520	12	195
36271	14	14161
31022	16	1190
3459	16	27058
5673	8	41567
29480	0	16964
38250	12	128
37421	2	9275
26287	8	41154
31818	2	6828
34636	16	16674
14684	0	22669
31330	8	39897
7287	8	42049
33636	12	138
8713	8	42052
3930	8	41474
10551	14	7380
30194	12	195
19584	14	7608
36013	14	19944
10744	14	5249
24302	0	26539
11172	12	196
34507	8	40141
30652	8	41493
10549	12	87
30792	8	42578
10550	0	2124
10815	14	28263
1016	12	157
24790	12	138
35139	14	15561
30866	8	41543
1821	8	41289
14138	0	21435
32971	14	29529
6110	12	187
8808	12	146
34048	16	30323
361	8	43031
21331	8	38720
8791	14	11450
38049	0	36879
30656	16	27109
7235	12	148
36692	12	184
30190	8	42645
33978	14	35355
24684	14	37677
19872	2	7125
11610	0	6121
13944	8	40285
35118	12	143
1907	12	128
13921	16	31066
29457	8	42856
37182	8	39400
4441	14	25637
30861	14	7635
1606	8	42292
10527	14	10380
29762	8	136
34906	8	38879
2935	14	17501
34056	2	2255
33062	14	5233
4293	12	139
4096	12	189
38095	2	7125
32925	14	1299
11608	14	11313
37147	14	27606
34806	16	3561
35620	8	42101
2442	14	26909
31776	12	100
6102	0	30426
30987	14	5523
35291	14	27615
30606	8	39383
34790	14	13361
37800	12	188
30625	12	194
31795	2	9275
8548	0	10317
7182	8	39082
30598	16	22365
26084	8	38473
31033	14	27630
38242	2	6828
20317	14	15570
32731	8	39197
28774	8	41992
26877	8	39879
33460	2	37090
10961	12	151
23123	8	40513
31659	8	41527
10102	16	23903
34869	14	13366
36442	16	19415
32913	2	6828
34050	12	196
3115	0	25052
32487	12	152
3113	16	25752
4474	2	9275
29856	2	35420
36936	8	38720
36424	2	23267
9476	0	37563
21595	4	40055
5879	10	14888
14041	14	21763
33046	0	37276
30637	16	7565
38103	0	923
30191	8	38358
36940	12	116
28388	14	28659
6002	16	10910
31177	14	6117
36197	0	17396
4363	14	1584
14338	0	14095
35623	14	23500
1560	12	193
27741	0	6221
21587	2	9275
20093	0	11280
26009	8	38589
32564	8	40187
8604	14	31277
38098	16	12321
33956	14	5659
33203	2	844
31927	16	27098
25411	2	7125
26429	12	97
6805	10	26039
7669	14	15915
19114	14	36336
34326	2	6828
19967	16	20775
31931	16	13000
18708	14	27654
22127	0	7884
19628	0	30336
19120	14	6387
33528	12	122
30074	0	13651
22096	16	15018
20024	14	8656
33486	16	1395
31303	16	16777
1019	12	166
8210	14	17994
18257	0	4721
21595	8	42355
14562	8	41356
29146	14	14510
32074	12	165
29731	0	27513
1700	2	844
32831	14	15852
24533	12	184
13435	0	25494
14139	14	7599
33844	8	39814
30235	8	41514
34371	14	6350
36462	8	41562
10505	12	188
24108	8	39583
1916	10	14206
27202	12	184
31431	2	23411
442	12	190
9429	14	22415
34777	14	19072
4220	0	13722
28187	0	22212
31910	8	43161
24478	2	844
9471	0	22101
5206	12	140
18881	14	22527
23154	14	1668
10865	2	9275
19999	0	8013
11077	2	6828
32160	14	18792
5588	2	6828
23036	8	39897
19109	14	27782
24666	16	30595
2618	14	3983
37006	10	13492
5225	0	16306
12506	0	11775
11432	8	40499
5930	8	38937
6055	12	159
31705	12	164
13693	12	104
32267	8	39510
35287	10	11538
23251	14	23888
15697	8	40808
32959	0	37659
8279	16	25264
14351	14	24404
32593	12	196
10498	14	23573
23164	14	19551
14671	14	21710
20186	8	39210
34343	10	11538
23252	16	20151
23269	12	191
30619	12	191
11000	8	39450
28884	16	18455
11184	14	5737
32908	14	22121
7449	8	43099
23955	16	37618
24824	8	41026
30895	2	844
12578	14	25707
224	8	40676
29444	2	10662
33712	8	38647
8551	14	37658
18599	8	38948
36062	8	43020
31622	14	36392
33545	16	22189
11182	8	40218
3915	8	41414
13861	8	43150
459	14	18107
22070	2	844
1938	8	40575
3300	14	37017
24268	16	15026
36200	2	6828
13202	14	22790
29350	8	41591
6456	8	41081
27203	2	13970
21600	16	16991
35438	2	7125
14640	14	16036
34403	10	12196
30955	12	196
23605	12	97
481	12	195
839	8	40620
28082	8	43068
26684	14	3184
28083	8	40671
2670	14	3561
19583	14	7608
605	8	42775
33133	14	11213
11604	12	124
34439	14	15297
10585	14	6375
3136	8	199
33016	14	13056
19743	16	16991
35978	10	30025
6941	8	40457
7440	0	7363
8373	12	166
5035	14	915
18596	14	1573
14024	12	187
497	14	20129
33350	0	3721
23270	2	23267
2637	8	38918
1222	8	42622
32750	14	21483
23109	16	4378
3850	14	15915
576	14	1313
264	8	42226
28127	14	11057
14879	14	18492
16514	2	6828
32896	16	30607
431	12	193
26711	16	18447
31697	16	14419
32137	8	40998
29708	14	15690
13903	14	16147
38108	16	22705
25966	14	19440
37007	14	5326
5315	16	28456
14605	16	8239
37889	0	12765
3038	10	14888
33951	16	8971
34266	14	27284
24491	2	9275
10936	0	6641
10818	14	21530
36299	12	198
22588	2	9275
22786	16	12670
33372	8	41410
29068	14	1149
6717	16	8075
29068	8	41883
33585	8	41948
11177	8	38479
846	8	40313
10334	2	9275
19029	8	43092
32581	14	22815
8680	16	11973
12229	12	197
43206	8	40697
2454	8	38720
28713	0	35747
11771	14	2271
30843	16	27771
32689	12	151
24675	8	42486
415	14	20976
29108	8	39316
37233	2	9275
33055	8	42049
19030	2	9275
9460	2	8842
33539	2	13970
7667	10	30025
4909	16	21251
33132	12	187
236	10	25990
9797	12	195
8308	14	6379
20681	14	1268
29549	16	24151
35019	2	35420
997	0	12767
18799	12	197
29873	14	21088
1957	12	186
1558	12	155
34273	2	2255
6944	0	26457
24566	12	148
494	16	18181
10120	12	167
36318	2	37289
33759	8	39684
26644	10	14888
17069	14	29526
33898	0	2064
12382	2	9275
18912	8	41718
8626	14	26590
3539	0	12426
12136	2	23267
34085	2	13970
180	16	19612
1732	8	38660
29556	14	28818
37918	8	38939
33626	14	5288
32868	8	38751
471	8	39554
36627	12	188
29238	16	37643
34239	14	13799
31117	10	13813
6801	16	13722
33280	2	35420
11130	12	197
3886	14	16130
1633	0	22138
29744	0	35474
34311	8	39305
29442	2	7125
13766	8	39688
10735	8	41322
29988	14	23078
1915	12	138
36628	8	39841
13575	12	188
4390	0	767
208	8	40786
33171	8	40614
30288	2	6828
8848	0	37779
26113	2	9275
5048	10	13813
29152	12	152
20806	2	4056
24003	14	18108
32862	8	39114
18948	0	5785
11593	2	844
11070	14	12351
25937	8	38557
8196	14	7148
10562	8	41395
34609	0	11336
931	8	40865
27734	8	41883
15747	14	18382
15817	8	39169
13559	16	9022
12826	14	28296
19913	14	27826
29711	12	104
29464	12	140
25438	14	8454
30880	14	15852
28281	2	6828
26322	16	26071
30281	14	3270
19294	8	42467
11667	14	9961
25946	2	9275
35935	8	40662
33759	14	20885
30631	14	28302
9410	14	17644
11118	0	21278
31049	14	14156
25919	14	18635
2877	8	41656
6047	2	13970
4609	16	4911
36948	14	4980
32050	12	192
11771	12	154
34465	2	13970
14832	16	25237
36005	14	5073
26835	8	40204
45	2	37090
5065	8	42285
4450	8	38583
34351	14	15297
37484	2	37289
35057	8	39554
18970	2	23411
18471	8	39213
8817	8	42557
3696	2	9275
36864	8	42281
31994	8	38647
30780	14	18058
14623	2	9275
324	12	117
36288	14	8049
11526	2	844
2249	8	43118
27908	14	10150
6677	16	35801
11551	8	38460
34431	16	3049
37311	0	7148
34327	16	11869
13871	12	100
13108	0	17208
34989	14	6768
35426	16	8918
14700	2	9275
23534	12	186
5043	14	8314
37411	14	21330
27761	14	5382
17932	16	12335
11013	8	39072
33787	16	1066
3481	14	21526
35208	0	25469
16196	2	23267
31787	12	194
31956	14	9976
34638	8	42984
10860	14	3948
30696	10	31005
19424	8	38402
14587	8	39083
27710	14	37017
35096	0	12003
32689	14	21633
29237	2	8842
14636	8	40629
34709	8	38922
23173	8	42544
12640	16	13746
673	2	9275
25983	0	21781
7460	14	24403
2934	16	912
15739	8	40895
21866	2	35420
34843	14	18058
34655	12	133
381	8	38720
15127	12	157
4773	8	39472
36479	0	37799
2584	8	38384
10537	2	10689
32500	2	23411
9362	16	21468
4435	2	6828
7838	16	14166
20469	14	16874
5558	8	42179
11085	2	35420
31330	10	11538
14290	2	35420
10683	12	149
7101	12	197
3420	0	15147
14055	14	19179
34765	16	15719
2601	14	4050
24312	8	38720
34864	14	8881
14858	14	21524
13078	2	13970
20031	2	6828
34018	8	41274
20095	12	184
10734	14	20107
37319	0	31137
33363	8	39902
17563	12	101
19870	12	165
29850	10	9394
7298	12	166
12572	16	15124
34046	12	140
12292	8	41527
37913	0	29390
22858	8	41196
32478	2	6828
19719	10	12196
32446	14	5783
20035	10	10092
35600	16	17718
26027	8	38486
10898	14	10595
26209	8	41446
27736	12	161
32627	8	41584
23719	16	18428
18912	0	10783
37962	16	5829
31001	8	147
26882	0	14154
30230	16	2529
32166	2	37289
1009	8	42502
34676	14	5823
36352	12	163
32022	8	39665
36299	10	11538
15127	14	35515
22872	14	15297
31818	14	36091
425	16	10293
37584	8	38720
33297	8	41496
13501	12	184
14647	0	16649
4501	8	40272
24867	2	27889
23602	2	9275
31612	0	18308
32986	2	6828
23283	8	40124
13890	8	38720
36946	14	17702
8851	8	42133
20604	14	5051
35226	14	27588
29631	14	15852
19593	14	11719
8770	14	15976
3030	8	39311
5055	0	35506
9325	8	40916
26700	2	35420
3862	12	167
31667	2	6828
33208	8	41883
22575	10	10092
36487	14	9747
20526	12	91
33583	14	5181
5930	8	38374
34381	0	13255
674	2	9275
26025	12	159
25973	14	12322
37012	8	40732
32904	0	37269
32969	8	40425
34718	10	31005
32094	14	30378
13846	16	11979
20572	0	8974
20567	14	17470
9498	14	9650
10746	8	42625
23418	0	37613
672	0	16666
37959	14	8556
5050	4	40055
1510	14	6021
30080	8	39603
20195	8	38720
20521	2	844
14819	12	165
37423	0	17399
14551	2	37289
4905	16	15287
35282	2	23274
207	0	13635
34468	0	22138
6047	0	35737
29410	2	8842
17057	2	35420
35746	2	6828
9925	12	195
37814	8	38797
36009	16	12987
34388	8	39623
5020	14	2347
29126	8	41024
32825	16	7795
24350	8	40390
17889	0	1863
32996	10	11538
23365	14	30325
4861	14	15434
37481	10	11538
37100	14	7296
8561	14	22582
13899	2	9275
10868	14	22393
33181	0	16810
12212	12	120
26553	16	26578
34917	8	38720
29776	14	4920
34935	14	27126
12689	8	40745
3137	8	43099
33920	2	844
32672	2	23274
9310	8	38402
3387	8	39368
32429	14	36783
31665	16	30340
38258	0	17972
37292	2	37289
18593	0	25910
17511	16	13083
33592	0	16633
14053	0	16735
24213	10	10879
32961	14	29083
18502	12	195
23154	2	6828
34917	8	42048
30742	2	6828
1970	0	24663
35130	2	7125
32124	14	36668
3121	12	151
34163	8	41498
13587	0	13010
23961	12	153
25955	0	11702
24172	16	14777
6484	16	19959
11655	14	25525
29290	12	112
7047	2	37289
32653	14	22010
24273	16	5481
23381	14	26434
14870	14	1310
9793	12	192
32927	14	28531
20013	0	35920
12496	2	9275
28607	12	189
27301	0	4936
34851	12	166
5273	8	41744
12862	12	198
28159	14	28896
19726	12	96
34998	8	39950
35062	16	13640
26710	14	2756
37936	8	40174
36261	12	195
9063	2	7125
5570	14	28929
19645	14	24423
3924	0	16915
1541	8	41016
33744	8	41917
10636	8	39510
24642	2	9275
32149	2	844
29802	8	38668
32647	0	16294
4866	12	189
5494	12	120
9529	2	6828
9925	10	11538
25900	16	17049
17563	16	16823
31750	8	41212
33713	2	844
8571	12	113
22037	8	41610
28219	8	39210
10719	14	25265
14738	8	40613
26533	0	27922
29750	14	2498
11562	8	40604
19915	12	191
33565	8	38720
34501	14	1797
9003	8	41093
12573	16	3804
28848	8	39605
19129	14	23663
38040	8	42784
34630	16	9138
9069	14	19602
34100	14	35734
19706	0	9273
32489	8	43068
5303	8	42048
408	0	14393
36657	16	13120
32627	2	6828
32869	16	22686
33367	16	27077
11066	16	25568
4611	14	25008
3843	0	25420
29502	12	184
30855	14	31463
31836	8	41274
18617	12	105
37152	12	93
19791	0	18387
12714	0	30563
26101	12	157
34006	0	23505
32137	14	6752
2215	14	10013
11558	8	38955
30070	6	39776
30652	2	35420
32259	14	11486
32029	14	15830
7675	16	7082
27239	8	40563
30857	16	23072
8398	16	26452
4258	14	1226
31880	8	41922
1832	8	39182
13062	10	18834
22951	10	11538
31646	14	9554
36437	8	38808
34657	0	24378
2163	0	11983
317	2	37090
8289	2	9275
5062	14	4771
7045	14	27260
5042	12	166
7165	8	40869
14460	2	9275
4289	12	138
31741	0	22406
33843	16	27613
14758	14	2992
13988	0	16229
12844	16	12755
13501	2	23267
8836	8	38962
21611	12	164
23967	2	35420
13997	12	164
30606	2	13970
14651	14	6375
22069	12	148
6067	0	876
12383	8	43106
16665	14	31345
5745	2	6828
5081	12	186
10688	14	30316
30640	14	28898
33487	8	42208
32485	0	17329
34755	8	43166
34536	14	30912
4069	2	844
36659	16	27888
27239	12	198
10635	2	9275
12524	8	39210
586	0	36703
9212	14	13294
19052	14	14984
29448	14	22446
32574	12	149
10658	0	30550
18519	8	38720
1541	8	40341
701	14	1521
7379	2	6828
26555	2	6828
11013	0	22420
29801	14	28478
34331	8	40699
2193	0	20361
33822	12	89
30209	10	12728
29712	2	35420
36981	14	36350
26075	0	16693
11386	14	21440
24597	14	18449
3120	12	101
29745	14	22184
10680	2	9275
5638	0	31340
32227	14	17050
26696	8	42142
31176	2	35420
1621	16	12033
9228	2	9275
13788	14	20949
10547	12	190
37109	0	30482
35683	8	40921
10060	8	40129
12867	2	6828
34965	12	131
31809	2	13970
33321	2	6828
30860	8	42419
25678	14	22000
6536	2	9275
35617	2	9275
14289	14	28650
37949	8	244
1563	8	38473
33276	8	41088
3552	12	105
35604	0	12924
17565	12	144
34443	8	38787
24867	12	159
17630	12	127
34780	8	39210
24471	12	194
37909	16	11578
32224	14	25221
12843	2	6828
18596	14	26970
1009	8	40465
13593	14	30490
14300	12	165
1590	0	11321
9150	16	16572
33338	14	7378
3396	14	22328
35001	14	2353
23575	2	9275
34409	12	165
6736	12	163
37313	2	13970
1815	8	39554
20215	8	42333
24751	2	9275
26058	14	27025
6882	12	150
33704	0	21313
29525	16	1887
13065	14	23085
35059	14	4735
20737	14	5471
27303	16	4461
24986	12	192
33166	12	145
34534	12	187
15698	8	42444
36167	16	770
36301	16	17536
4522	12	183
6427	8	39766
7189	8	38406
420	2	9275
10288	0	16969
6665	14	31475
35949	14	9659
11129	14	16752
25930	8	40202
33153	16	15162
26192	2	13970
13501	16	30403
32095	0	9695
29780	0	12782
34567	14	29169
32825	12	100
35430	2	844
3457	10	31558
32185	0	22536
31447	14	16823
13518	16	28573
178	2	8842
34203	12	184
33133	16	7541
3469	8	38557
242	14	27780
34022	8	39975
14639	8	38872
201	14	18024
10961	14	25653
34483	8	38804
29787	8	39104
4130	12	194
4777	2	6828
24351	12	193
29542	0	9208
25943	16	26488
27887	16	7350
21956	16	10171
32782	2	844
26852	12	188
12686	8	41979
3052	0	16413
5297	14	11359
6846	0	16731
33145	8	39554
37340	2	8842
31206	14	3580
3157	16	36913
32709	14	29010
36456	8	40909
34116	12	160
18596	2	995
11032	14	24101
34980	14	5506
24564	2	9275
24895	2	9275
26648	12	198
31272	16	30307
33507	12	101
30002	12	166
32022	8	40791
27995	12	116
9271	16	17379
14441	8	39177
23162	14	19421
2372	0	17834
37438	2	9275
25372	12	149
29641	0	16686
20098	12	191
29739	8	41612
27303	12	187
31885	0	13883
20689	2	6828
32350	14	11336
26422	14	13268
11597	12	195
9293	0	3943
18703	8	39908
9443	14	15248
31239	14	22012
35589	8	39719
23627	0	30148
34779	2	23274
793	2	6828
9900	8	40916
32742	16	35523
36052	12	197
4387	8	41607
26178	2	13970
31656	0	23901
38321	2	6828
38083	16	1169
3509	14	21133
26049	2	6828
32856	8	42204
11145	2	13970
413	8	42558
19903	14	37829
14686	16	28929
14642	14	19799
34721	12	155
7139	14	16653
11940	8	42004
19111	0	16543
10537	2	9275
29722	16	30579
32793	2	9275
7107	12	186
33489	2	9275
18505	16	30559
4475	0	23802
11750	14	9509
28885	8	43092
351	14	35480
5041	12	184
24324	0	16762
2201	14	15214
33768	8	42861
22842	2	9275
29878	0	27333
28344	16	12274
29298	14	19178
20709	2	9275
29438	12	161
3160	12	157
17514	2	995
442	0	8801
19512	0	21221
8222	0	4685
26118	0	2555
29190	14	1209
24346	8	38956
17631	16	19732
13419	10	11538
4264	16	1444
37423	14	5075
418	8	38787
6975	8	42432
636	12	155
31579	14	29406
28351	8	40801
19281	2	995
32199	8	39897
400	2	10662
10994	2	27889
14834	2	13970
33840	16	22519
10890	8	42690
37819	14	4957
25944	14	15781
19127	2	37289
10096	0	22142
33528	8	42750
21945	14	3620
31606	12	127
22845	14	35515
3864	16	18449
30616	0	31460
35393	16	25739
9956	12	91
13344	12	154
37476	14	15574
14441	0	15370
34228	8	40513
33892	8	41498
307	16	2361
11639	16	17568
37230	0	35670
6920	8	41173
35194	16	18999
4799	8	38898
19253	14	17050
7253	14	16046
32236	12	196
14061	2	8842
13327	8	39408
1103	16	27276
29024	16	16757
24052	8	42775
12841	16	16521
24377	8	43031
25410	8	39386
9385	0	22712
22691	0	9767
10696	8	38720
25678	0	17623
34540	16	763
29033	16	17486
28127	14	1182
30692	12	192
5158	16	25848
10538	14	1548
7202	0	27059
36982	8	38414
19144	2	9275
25940	8	39875
19099	8	42697
8266	2	6828
33237	16	16947
444	16	7350
4068	2	7125
10901	2	9275
4596	8	41868
34788	14	10150
33544	12	154
37109	14	13632
11638	2	23267
30805	14	16167
12589	2	7125
26636	14	10046
26533	8	41028
4991	16	8928
337	16	2109
14505	12	162
10725	8	38782
35008	2	6828
30235	2	9275
31564	8	43128
23222	0	35494
5027	2	27889
14455	2	844
23201	2	6828
33206	14	23905
5227	12	145
23970	8	42812
31829	14	25569
29809	16	17402
38292	16	10713
13191	16	21216
656	14	11802
5431	10	11538
29895	8	40437
34977	12	123
24532	2	9275
3411	14	27632
18507	14	1419
31965	16	7380
34931	16	25706
13071	12	195
30104	2	7125
3025	12	186
36683	12	198
12504	8	41987
32003	12	124
28991	0	36529
26569	8	38790
542	8	39853
10	2	35420
30676	14	10043
34678	12	141
9225	12	134
3822	2	9275
34134	8	39173
34460	8	42036
20063	0	28227
33479	16	9128
1117	8	41153
7145	16	12098
15534	0	8395
2418	12	134
9314	0	23897
23238	14	13682
623	12	151
13760	16	23842
37429	14	16129
34753	8	41504
34598	8	38987
36165	8	41001
24944	0	27798
29673	14	21763
2424	8	42822
30040	12	190
34922	8	39270
14295	8	41504
24172	14	27931
10709	14	25637
32125	8	38664
21872	12	186
34108	8	40705
14451	14	5823
11581	8	38557
35430	16	15075
14701	16	7224
37012	14	16458
33348	12	152
31823	14	37730
3456	14	18085
10482	16	12924
1596	14	12085
36650	10	10092
14041	14	9015
33762	14	6482
11084	16	9404
36401	8	42578
6717	8	38473
24108	8	38420
3126	2	9275
14137	0	14935
57	8	41381
9363	14	12804
31608	2	35420
33976	2	6828
29765	16	11420
37192	12	195
28254	12	196
4525	8	40328
36296	12	163
14971	14	8661
8733	12	139
21885	16	31467
12657	0	1678
14586	8	41889
33699	2	6828
3205	2	6828
14027	0	27809
26260	14	27103
12511	8	42848
33979	14	6041
6384	14	18058
12469	14	23067
23079	0	20270
24870	0	4911
36501	2	9275
28430	0	35590
34134	16	21295
35616	8	43160
24063	14	16877
35538	12	155
9292	14	25528
5042	8	43072
1958	16	25645
15597	16	3196
33021	12	188
11010	16	25218
33723	12	161
32141	2	35420
567	14	29518
10790	8	40857
7024	14	28469
397	0	25421
51	14	15975
6948	14	16239
23288	8	39899
10426	8	39845
7192	0	26943
20478	14	31124
9481	0	30296
3892	12	190
8793	2	37289
27043	16	14407
31870	14	4931
23309	0	15732
4266	14	23853
10949	8	40852
13457	8	38720
8204	14	26367
10557	8	38807
657	14	2985
1718	8	40874
13661	2	9275
32828	16	30587
8782	16	24168
3632	14	6130
8871	12	163
4244	12	144
26689	8	40157
4386	14	21994
12338	12	196
1963	14	38154
6846	14	2333
31453	8	42757
36325	14	26793
23291	12	88
23038	0	9371
31897	8	42327
34335	8	125
1100	0	15064
33153	16	23651
23754	0	4526
25902	8	39779
31119	14	30422
29091	12	141
37519	14	16346
33711	2	35420
18713	8	42419
28387	0	24663
19992	8	39201
33538	12	150
32399	2	9275
9342	0	25503
19997	8	43068
627	16	21313
34339	8	41081
28790	2	9275
19131	14	36749
28142	12	196
34401	2	8842
32111	8	38720
30137	2	37289
5018	2	37289
24474	14	26367
35115	8	41203
1873	12	155
33569	12	160
4437	2	6828
30187	12	150
3086	0	27682
32792	2	6828
2669	14	6573
34544	2	995
33328	2	995
24007	14	781
11122	8	40281
5022	12	141
36310	8	39554
26121	8	41889
2768	12	117
34989	2	9275
6737	14	29251
30639	14	30440
33093	14	22102
30766	14	37678
22806	8	42049
4803	2	9275
9335	16	15635
36059	8	40864
22915	16	22983
8683	14	7401
32891	12	198
34225	8	39338
11757	8	41706
18941	8	38720
29476	8	40413
33013	8	42176
34605	16	28525
19281	16	27397
31926	12	96
31749	8	41527
35216	12	104
33697	8	38402
14753	8	40736
8149	8	41145
6463	8	38546
25927	8	39287
25946	12	195
9314	8	38915
8373	8	39494
34364	8	42073
20527	16	27377
26219	12	195
3204	2	6828
34645	14	15248
26172	2	6828
33709	2	13970
35525	8	39510
2670	8	40681
13456	12	184
37012	2	844
3687	8	38581
12521	14	15046
5291	12	160
37148	16	29385
2444	0	16161
13740	0	18283
31185	14	15230
33091	0	24320
20034	16	2092
2442	2	9275
7094	2	844
9331	8	41635
24244	2	9275
34466	8	40794
5958	14	2377
3290	8	42558
1015	14	18486
32033	12	131
23014	8	41868
14714	12	194
9478	14	9643
26854	14	6350
422	2	9275
33945	8	40167
12291	0	21618
26777	12	102
35282	0	22216
25924	0	8110
34214	8	42198
1927	8	41060
13757	14	6664
389	12	167
36465	14	4792
14198	0	7706
33374	0	19619
4277	14	11435
1596	8	38570
30191	8	39104
36293	14	30988
9929	2	9275
26652	2	35420
34153	16	35479
34789	14	15248
18574	0	12151
14539	8	38385
10558	14	28499
31455	12	155
34744	8	39602
31874	2	9275
24905	8	41520
23143	12	152
12258	14	14425
34826	0	31488
3280	14	16390
36403	8	43068
30820	2	9275
28742	14	3786
6925	2	844
2911	12	142
196	16	27852
16121	14	21006
4447	12	164
11080	12	160
3119	0	25789
33519	2	844
37466	14	10649
5714	14	3237
4192	12	190
32028	16	6550
31708	14	2270
1609	0	25717
34317	14	26145
13900	14	18251
36636	8	43180
34682	14	26970
18519	16	5775
12566	2	8842
3484	12	109
6473	16	20306
11565	2	6828
38024	2	6828
32827	2	9275
8373	8	42362
26826	14	22375
29844	8	42633
1708	8	42923
931	14	21953
16473	0	30184
36437	16	16980
14852	8	39164
32087	8	39614
29875	8	38855
34398	0	22216
19879	12	135
25973	8	40655
231	2	27889
31199	14	20072
6687	16	13250
34671	16	23674
10507	2	23274
23361	0	17365
18933	10	14888
17755	14	37471
24629	14	24616
33551	10	11538
33208	16	10450
31417	16	802
18715	8	41584
13935	8	41584
23079	16	1568
4865	10	10092
34014	10	19148
28757	14	2285
8433	10	10092
7205	2	35420
469	14	15752
12219	12	184
8957	14	35328
23305	8	39267
4290	8	39319
11940	14	10321
37848	12	167
5035	2	6828
19814	8	42164
34774	2	9275
24271	16	5536
641	0	21425
12573	14	25564
19589	8	41015
12213	12	183
35103	14	4916
11521	0	38176
9750	14	8105
23092	14	6347
10949	14	22328
19126	2	844
24314	8	42406
37201	8	39674
35068	14	25818
33062	14	18054
33533	12	192
5636	12	194
33751	12	193
36629	16	2006
5277	12	124
37316	16	15550
18202	12	192
29465	14	18449
36048	12	191
